zooniverse_user_id,light_curve_id,answer_id,classification_id,"session_id"
593356,639316,9,3639154,NULL
590893,639316,9,3639192,NULL
383402,639316,9,3639321,NULL
84456,639316,9,3639795,NULL
594168,639316,9,3639827,NULL
399507,639316,9,3639846,NULL
26415,639316,9,3640044,NULL
383402,639317,9,3700909,NULL
391094,639317,9,3700936,NULL
390333,639317,9,3701010,NULL
495179,639317,9,3701188,NULL
250671,639317,9,3701291,NULL
587941,639317,9,3701557,NULL
598534,639317,9,3701686,NULL
583632,639317,9,3701809,NULL
79142,639317,9,3701925,NULL
244986,639317,9,3702140,NULL
147980,639318,9,3001344,NULL
393361,639318,9,3001661,NULL
214924,639318,9,3001974,NULL
531964,639318,9,3002158,NULL
95586,639318,9,3002438,NULL
498381,639318,9,3002465,NULL
531997,639318,10,3002473,NULL
531997,639318,10,3002473,NULL
481753,639318,9,3002653,NULL
473846,639318,9,3002751,NULL
24134,639318,9,3003196,NULL
543310,639319,10,3250331,NULL
383402,639319,9,3701385,NULL
389603,639319,10,3701583,NULL
391094,639319,9,3701606,NULL
392367,639319,10,3701638,NULL
250671,639319,10,3701670,NULL
583632,639319,9,3701841,NULL
79142,639319,10,3701968,NULL
441586,639319,10,3701990,NULL
244986,639319,10,3702052,NULL
383402,639320,9,3702192,NULL
391491,639320,9,3702381,NULL
498381,639320,9,3702773,NULL
285290,639320,9,3702820,NULL
597377,639320,9,3703215,NULL
138413,639320,9,3703491,NULL
385315,639320,9,3703590,NULL
599205,639320,9,3703726,NULL
374120,639320,9,3703917,NULL
250671,639320,9,3704431,NULL
383402,639321,9,3702427,NULL
549788,639321,9,3702446,NULL
285290,639321,9,3702737,NULL
391491,639321,9,3702883,NULL
13805,639321,9,3703102,NULL
498129,639321,9,3704022,NULL
497839,639321,9,3704599,NULL
530305,639321,9,3704695,NULL
390333,639321,9,3704857,NULL
599298,639321,9,3704996,NULL
383402,639322,9,3702180,NULL
470304,639322,9,3702243,NULL
285290,639322,9,3702674,NULL
498381,639322,9,3702828,NULL
124105,639322,9,3702841,NULL
299881,639322,9,3702972,NULL
82202,639322,9,3703461,NULL
598834,639322,9,3703492,NULL
385315,639322,9,3703645,NULL
599205,639322,10,3703687,NULL
595046,639323,9,3639021,NULL
498381,639323,9,3639184,NULL
60234,639323,9,3639283,NULL
590893,639323,9,3639384,NULL
595086,639323,9,3639461,NULL
394987,639323,9,3639818,NULL
391491,639323,9,3640089,NULL
164197,639323,9,3640142,NULL
256036,639323,9,3640143,NULL
26415,639323,9,3640284,NULL
530305,639324,9,3012666,NULL
383402,639324,10,3012825,NULL
503957,639324,10,3013587,NULL
403297,639324,10,3013646,NULL
74700,639324,10,3013693,NULL
521527,639324,9,3014083,NULL
518393,639324,10,3014250,NULL
241991,639324,9,3015648,NULL
532826,639324,10,3015751,NULL
532845,639324,10,3016043,NULL
453369,639325,9,2965511,NULL
413669,639325,9,2965809,NULL
391094,639325,9,2965848,NULL
384824,639325,9,2965885,NULL
100864,639325,9,2966098,NULL
44706,639325,9,2966546,NULL
383103,639325,9,2966705,NULL
417960,639325,9,2966709,NULL
521527,639325,9,2966724,NULL
528747,639325,9,2966885,NULL
383402,639326,10,3703500,NULL
622998,639326,9,3992619,NULL
623015,639326,10,3992934,NULL
619342,639326,10,3993108,NULL
622330,639326,9,3993235,NULL
622864,639326,9,3993704,NULL
285290,639326,9,3993790,NULL
118045,639326,10,3993842,NULL
118045,639326,10,3993842,NULL
616256,639326,9,3993895,NULL
623037,639326,10,3993969,NULL
590513,639327,9,3626281,NULL
300741,639327,9,3626375,NULL
26415,639327,9,3627140,NULL
383402,639327,9,3627150,NULL
104489,639327,9,3627229,NULL
138413,639327,9,3627456,NULL
591804,639327,9,3627499,NULL
593674,639327,9,3628032,NULL
594071,639327,9,3628224,NULL
530305,639327,9,3628287,NULL
383402,639328,9,3702553,NULL
285290,639328,9,3703008,NULL
597377,639328,9,3703225,NULL
138413,639328,9,3703453,NULL
497839,639328,9,3704701,NULL
453383,639328,9,3705349,NULL
373589,639328,9,3705417,NULL
262032,639328,9,3705778,NULL
526603,639328,9,3705835,NULL
555515,639328,9,3705968,NULL
383402,639329,9,3703365,NULL
598834,639329,9,3703463,NULL
592777,639329,9,3703640,NULL
511442,639329,9,3703799,NULL
515558,639329,9,3704379,NULL
497839,639329,9,3704435,NULL
498381,639329,9,3704580,NULL
390333,639329,9,3704724,NULL
453383,639329,9,3704984,NULL
599298,639329,10,3704999,NULL
60234,639329,9,3705046,NULL
30508,639329,9,3706128,NULL
383402,639330,9,3703738,NULL
497839,639330,9,3704623,NULL
390333,639330,9,3704816,NULL
389603,639330,9,3705092,NULL
453383,639330,10,3705134,NULL
391094,639330,9,3705279,NULL
262032,639330,9,3705435,NULL
250671,639330,9,3705457,NULL
260045,639330,9,3705698,NULL
580579,639330,9,3705742,NULL
383402,639331,10,3707902,NULL
621067,639331,10,3990506,NULL
621214,639331,10,4019034,NULL
624480,639331,10,4019066,NULL
623953,639331,10,4019087,NULL
506982,639331,9,4019120,NULL
624919,639331,10,4019276,NULL
624763,639331,10,4019329,NULL
622403,639331,9,4019432,NULL
624267,639331,10,4019449,NULL
623509,639331,10,4019674,NULL
100864,639332,9,2966120,NULL
453369,639332,9,2966201,NULL
521527,639332,9,2966341,NULL
238656,639332,9,2966484,NULL
383103,639332,9,2966726,NULL
384824,639332,9,2966740,NULL
528747,639332,9,2966822,NULL
470433,639332,9,2967068,NULL
434591,639332,9,2967226,NULL
42596,639332,9,2967285,NULL
383402,639333,9,3704184,NULL
497839,639333,9,3704610,NULL
390333,639333,9,3704930,NULL
453383,639333,9,3705293,NULL
391094,639333,9,3705392,NULL
543310,639333,9,3705440,NULL
397522,639333,9,3705556,NULL
580579,639333,9,3705714,NULL
111496,639333,9,3706139,NULL
599373,639333,9,3706524,NULL
530305,639334,10,3012780,NULL
383402,639334,10,3704034,NULL
102761,639334,10,3998179,NULL
624962,639334,9,4019606,NULL
623174,639334,10,4019797,NULL
621644,639334,9,4019833,NULL
623895,639334,9,4019935,NULL
624707,639334,9,4020035,NULL
621936,639334,9,4020044,NULL
622754,639334,9,4020048,NULL
625020,639334,10,4020071,NULL
383402,639335,9,3704048,NULL
599248,639335,9,3704101,NULL
250671,639335,9,3704154,NULL
598154,639335,9,3704205,NULL
394987,639335,9,3704263,NULL
498381,639335,9,3704452,NULL
497839,639335,9,3704529,NULL
390333,639335,9,3704568,NULL
391094,639335,9,3705018,NULL
260045,639335,9,3705081,NULL
453383,639335,9,3705088,NULL
383402,639336,9,3707017,NULL
250671,639336,9,3707213,NULL
60234,639336,9,3707355,NULL
60234,639336,9,3707355,NULL
389659,639336,9,3707520,NULL
391094,639336,9,3707833,NULL
390333,639336,9,3707962,NULL
499287,639336,9,3708249,NULL
498381,639336,9,3708416,NULL
285290,639336,9,3708514,NULL
291446,639336,9,3708607,NULL
383402,639337,10,3708683,NULL
624965,639337,10,4020739,NULL
625065,639337,10,4020988,NULL
122488,639337,10,4021990,NULL
622982,639337,10,4022229,NULL
622403,639337,10,4022701,NULL
417135,639337,9,4022767,NULL
619999,639337,10,4022796,NULL
622054,639337,10,4022830,NULL
624201,639337,10,4023328,NULL
625100,639337,9,4041941,NULL
383402,639338,9,3708386,NULL
389364,639338,9,3708532,NULL
498381,639338,9,3708600,NULL
285290,639338,9,3708627,NULL
14484,639338,9,3708937,NULL
552873,639338,9,3709280,NULL
10537,639338,10,3709282,NULL
391094,639338,9,3709429,NULL
398508,639338,9,3709772,NULL
292077,639338,9,3709811,NULL
383402,639339,10,3708678,NULL
623223,639339,9,4020886,NULL
234811,639339,10,4021264,NULL
622428,639339,10,4021305,NULL
623580,639339,9,4021350,NULL
624622,639339,9,4021452,NULL
615163,639339,10,4021565,NULL
14413,639339,10,4021736,NULL
122488,639339,10,4021745,NULL
622864,639339,9,4021828,NULL
623157,639339,9,4021850,NULL
497018,639340,9,3633158,NULL
547562,639340,9,3633187,NULL
390333,639340,9,3633335,NULL
383402,639340,9,3633377,NULL
291446,639340,9,3633697,NULL
429332,639340,9,3633811,NULL
356002,639340,9,3633890,NULL
591826,639340,9,3634144,NULL
494890,639340,9,3634178,NULL
285290,639340,9,3634378,NULL
383402,639341,9,3709351,NULL
164197,639341,9,3709778,NULL
292077,639341,9,3709928,NULL
272861,639341,9,3710158,NULL
522904,639341,9,3710235,NULL
598154,639341,10,3710400,NULL
599585,639341,9,3710631,NULL
476533,639341,9,3710694,NULL
155419,639341,9,3710718,NULL
594929,639341,9,3710898,NULL
383402,639342,9,3709057,NULL
566288,639342,9,3709216,NULL
25046,639342,9,3709412,NULL
574070,639342,9,3709747,NULL
292077,639342,9,3709881,NULL
396722,639342,9,3710224,NULL
598154,639342,9,3710255,NULL
155419,639342,9,3710857,NULL
597763,639342,9,3710920,NULL
411147,639342,9,3711086,NULL
383402,639343,9,3709457,NULL
10537,639343,9,3709625,NULL
272861,639343,9,3709757,NULL
391094,639343,9,3709860,NULL
292077,639343,9,3709934,NULL
413096,639343,9,3709973,NULL
448148,639343,9,3710060,NULL
596999,639343,9,3710094,NULL
34646,639343,9,3710926,NULL
564963,639343,10,3711017,NULL
383402,639344,10,3710392,NULL
622403,639344,10,4022221,NULL
625164,639344,9,4022430,NULL
619999,639344,9,4022541,NULL
14413,639344,10,4022696,NULL
625080,639344,9,4022705,NULL
624201,639344,10,4022790,NULL
624844,639344,10,4022949,NULL
621976,639344,9,4023030,NULL
625191,639344,10,4023505,NULL
590893,639345,10,3639067,NULL
383402,639345,9,3710241,NULL
598182,639345,10,3710369,NULL
599563,639345,9,3710438,NULL
599355,639345,9,3710736,NULL
155419,639345,9,3710897,NULL
597763,639345,9,3710905,NULL
494655,639345,9,3711425,NULL
299881,639345,9,3711985,NULL
534815,639345,10,3711996,NULL
497018,639346,9,3633198,NULL
394987,639346,10,3633339,NULL
594495,639346,10,3633373,NULL
60234,639346,9,3633761,NULL
383402,639346,10,3634198,NULL
285290,639346,9,3635262,NULL
390333,639346,10,3635990,NULL
390333,639346,10,3635990,NULL
250671,639346,10,3636436,NULL
594929,639346,9,3636884,NULL
440329,639346,10,3637004,NULL
383402,639347,10,3711152,NULL
622880,639347,9,3989210,NULL
291446,639347,10,3989300,NULL
619780,639347,10,3989464,NULL
622181,639347,10,3989535,NULL
616050,639347,10,3989537,NULL
619579,639347,10,3989781,NULL
622891,639347,9,3989933,NULL
622330,639347,10,3990039,NULL
622864,639347,9,3990082,NULL
383402,639348,9,3711140,NULL
511442,639348,9,3711363,NULL
78305,639348,9,3711772,NULL
166054,639348,9,3711831,NULL
596999,639348,9,3712179,NULL
498381,639348,9,3712303,NULL
285290,639348,9,3712531,NULL
554046,639348,9,3712546,NULL
599739,639348,9,3712629,NULL
599761,639348,9,3712718,NULL
383402,639349,9,3711352,NULL
599373,639349,9,3711455,NULL
285290,639349,9,3712393,NULL
599739,639349,9,3712699,NULL
390333,639349,9,3713215,NULL
147980,639349,9,3713321,NULL
440329,639349,9,3713432,NULL
509778,639349,9,3713607,NULL
543310,639349,9,3713947,NULL
235629,639349,9,3713948,NULL
590893,639350,9,3639204,NULL
501315,639350,9,3639505,NULL
26415,639350,9,3639726,NULL
390333,639350,9,3639783,NULL
594168,639350,9,3639810,NULL
394987,639350,9,3639861,NULL
593356,639350,9,3640019,NULL
432788,639350,9,3640515,NULL
389603,639350,9,3640578,NULL
439559,639350,10,3640608,NULL
590893,639351,9,3639228,NULL
26415,639351,9,3639303,NULL
593356,639351,9,3639343,NULL
164197,639351,9,3639987,NULL
391094,639351,9,3640091,NULL
432788,639351,9,3640207,NULL
250671,639351,9,3640615,NULL
439559,639351,10,3640626,NULL
268456,639351,9,3640873,NULL
383402,639351,9,3640947,NULL
448029,639352,10,3115600,NULL
593356,639352,10,3639954,NULL
383402,639352,10,3711510,NULL
622795,639352,10,3985836,NULL
107736,639352,10,3988037,NULL
619999,639352,10,4025287,NULL
619999,639352,10,4025287,NULL
625405,639352,9,4025573,NULL
442786,639352,10,4025793,NULL
622878,639352,10,4025813,NULL
624868,639352,10,4025973,NULL
508418,639353,9,3011384,NULL
392210,639353,9,3011462,NULL
164197,639353,9,3011483,NULL
532592,639353,9,3011544,NULL
532526,639353,9,3011878,NULL
383402,639353,9,3011904,NULL
509778,639353,9,3012250,NULL
515238,639353,9,3012423,NULL
362038,639353,9,3012424,NULL
240505,639353,9,3012488,NULL
383402,639354,9,3711748,NULL
596999,639354,9,3711887,NULL
444142,639354,9,3711947,NULL
458263,639354,9,3711986,NULL
598182,639354,9,3712358,NULL
285290,639354,9,3712583,NULL
442887,639354,9,3712604,NULL
528587,639354,9,3712641,NULL
319507,639354,9,3712650,NULL
250671,639354,9,3712997,NULL
383402,639355,10,3711595,NULL
622731,639355,10,3985916,NULL
622054,639355,9,4025666,NULL
625425,639355,10,4025830,NULL
619999,639355,10,4025946,NULL
622555,639355,9,4026166,NULL
625417,639355,10,4026229,NULL
625437,639355,9,4026522,NULL
625276,639355,10,4026813,NULL
625318,639355,9,4027017,NULL
383402,639356,10,3711685,NULL
622748,639356,9,3984412,NULL
122488,639356,9,3984459,NULL
622731,639356,9,3984581,NULL
622671,639356,9,3985069,NULL
622726,639356,9,3985095,NULL
621214,639356,9,3985153,NULL
622802,639356,9,3985403,NULL
622782,639356,9,3985440,NULL
622653,639356,9,3985603,NULL
530305,639357,9,3013109,NULL
360061,639357,9,3013165,NULL
82202,639357,9,3013218,NULL
74700,639357,9,3013371,NULL
515238,639357,9,3013668,NULL
509555,639357,9,3013833,NULL
124105,639357,9,3013945,NULL
138413,639357,9,3013998,NULL
521527,639357,9,3014256,NULL
470474,639357,9,3014315,NULL
383402,639358,9,3711787,NULL
166054,639358,9,3711825,NULL
498381,639358,9,3712300,NULL
599761,639358,9,3712721,NULL
599739,639358,9,3712730,NULL
406452,639358,9,3712918,NULL
530305,639358,9,3712999,NULL
599792,639358,9,3713110,NULL
390333,639358,9,3713227,NULL
142372,639358,9,3713339,NULL
383402,639359,10,3712019,NULL
622880,639359,10,3989454,NULL
619999,639359,10,4026484,NULL
619999,639359,10,4026484,NULL
625394,639359,10,4027024,NULL
621403,639359,10,4027165,NULL
625427,639359,10,4027573,NULL
624267,639359,10,4027625,NULL
625530,639359,9,4027635,NULL
151371,639359,10,4027676,NULL
623157,639359,10,4027899,NULL
241991,639360,9,3018141,NULL
399482,639360,9,3018396,NULL
435883,639360,9,3018530,NULL
393361,639360,10,3018890,NULL
87567,639360,10,3019057,NULL
391094,639360,9,3019153,NULL
413096,639360,9,3019177,NULL
532325,639360,9,3019376,NULL
394987,639360,9,3019479,NULL
518026,639360,9,3019532,NULL
242276,639360,9,3027801,NULL
383402,639361,9,3716187,NULL
600054,639361,9,3716240,NULL
600012,639361,9,3716608,NULL
390333,639361,9,3716689,NULL
599739,639361,9,3716987,NULL
476533,639361,9,3717106,NULL
494869,639361,9,3717117,NULL
509778,639361,9,3717585,NULL
138413,639361,9,3717811,NULL
196468,639361,9,3717904,NULL
411147,639361,9,3717956,NULL
496377,639362,9,3023376,NULL
292077,639362,9,3023385,NULL
242660,639362,9,3023536,NULL
495034,639362,9,3023555,NULL
533287,639362,9,3023654,NULL
397522,639362,9,3023699,NULL
533315,639362,9,3023766,NULL
441912,639362,9,3024082,NULL
521527,639362,9,3024202,NULL
61414,639362,9,3024289,NULL
391991,639363,10,3136316,NULL
383402,639363,9,3716854,NULL
391094,639363,9,3716872,NULL
384824,639363,9,3719795,NULL
265932,639363,10,3720308,NULL
89617,639363,10,3720841,NULL
552873,639363,10,3720995,NULL
596548,639363,9,3721054,NULL
422318,639363,10,3721257,NULL
600054,639363,10,3721352,NULL
533926,639364,10,3083373,NULL
383402,639364,10,3716255,NULL
625654,639364,10,4030062,NULL
285290,639364,10,4030142,NULL
595662,639364,10,4030318,NULL
625550,639364,10,4030385,NULL
625556,639364,9,4030602,NULL
210518,639364,10,4030931,NULL
625718,639364,9,4031055,NULL
625580,639364,10,4031213,NULL
383402,639365,9,3716179,NULL
391094,639365,9,3716404,NULL
384115,639365,9,3716522,NULL
600012,639365,9,3716573,NULL
321224,639365,9,3716642,NULL
599916,639365,9,3717157,NULL
494869,639365,9,3717245,NULL
509778,639365,9,3717705,NULL
495179,639365,9,3717718,NULL
498381,639365,9,3717861,NULL
383402,639366,9,3716295,NULL
10346,639366,9,3716474,NULL
600012,639366,9,3716603,NULL
305582,639366,10,3716605,NULL
390333,639366,9,3716715,NULL
413096,639366,9,3717040,NULL
599739,639366,9,3717074,NULL
494869,639366,9,3717094,NULL
476533,639366,9,3717258,NULL
79142,639366,9,3717307,NULL
522263,639367,10,3057959,NULL
383402,639367,9,3716361,NULL
321224,639367,9,3716574,NULL
599739,639367,9,3716627,NULL
390333,639367,9,3716661,NULL
413096,639367,9,3717024,NULL
476533,639367,9,3717096,NULL
138413,639367,9,3717513,NULL
82202,639367,9,3717891,NULL
600032,639367,9,3718454,NULL
241991,639369,9,3018182,NULL
134891,639369,9,3018322,NULL
421424,639369,9,3018385,NULL
159544,639369,9,3018391,NULL
242276,639369,9,3018456,NULL
439347,639369,9,3018465,NULL
521527,639369,9,3018710,NULL
132694,639369,9,3018999,NULL
386555,639369,9,3019244,NULL
394987,639369,9,3019409,NULL
543310,639370,9,3254234,NULL
146323,639370,10,3254416,NULL
391094,639370,9,3254624,NULL
181180,639370,9,3254891,NULL
550443,639370,9,3254939,NULL
109591,639370,9,3255146,NULL
164197,639370,9,3255489,NULL
533926,639370,9,3255632,NULL
552526,639370,9,3255712,NULL
529015,639370,9,3256169,NULL
546953,639370,9,3256179,NULL
383402,639371,9,3717448,NULL
511442,639371,9,3717492,NULL
138413,639371,9,3717788,NULL
82202,639371,9,3717907,NULL
600032,639371,9,3718073,NULL
291446,639371,9,3718499,NULL
406452,639371,9,3719034,NULL
452378,639371,9,3719169,NULL
250671,639371,9,3719339,NULL
498381,639371,9,3719499,NULL
51668,639372,9,2960080,NULL
530305,639372,9,2960628,NULL
74700,639372,9,2960691,NULL
498858,639372,9,2960931,NULL
453593,639372,9,2960996,NULL
529645,639372,9,2961043,NULL
383402,639372,9,2961044,NULL
413669,639372,9,2961056,NULL
515238,639372,9,2961580,NULL
510370,639372,9,2961671,NULL
383402,639373,10,3717646,NULL
625859,639373,10,4034192,NULL
625839,639373,9,4034391,NULL
625922,639373,10,4034426,NULL
497196,639373,10,4034439,NULL
609046,639373,10,4034613,NULL
623416,639373,10,4034666,NULL
622998,639373,10,4034706,NULL
624690,639373,10,4034951,NULL
625304,639373,10,4034985,NULL
494655,639373,10,4034994,NULL
383402,639374,9,3717664,NULL
82202,639374,10,3717930,NULL
530305,639374,10,3718378,NULL
600032,639374,10,3718530,NULL
497785,639374,10,3718894,NULL
498381,639374,10,3718931,NULL
250671,639374,10,3719343,NULL
138413,639374,9,3719387,NULL
384824,639374,10,3719932,NULL
528344,639374,10,3719945,NULL
470603,639374,10,3719987,NULL
241991,639375,9,3178250,NULL
391094,639375,9,3178266,NULL
383402,639375,10,3178448,NULL
392398,639375,10,3178621,NULL
533220,639375,9,3178685,NULL
74700,639375,9,3180863,NULL
285290,639375,9,3181315,NULL
498717,639375,9,3181334,NULL
544305,639375,9,3181477,NULL
472196,639375,10,3181601,NULL
383402,639376,9,3717769,NULL
138413,639376,9,3717796,NULL
599739,639376,9,3718166,NULL
600032,639376,9,3718351,NULL
530305,639376,9,3718545,NULL
159218,639376,9,3718754,NULL
599761,639376,9,3718783,NULL
285290,639376,9,3719005,NULL
600308,639376,9,3719492,NULL
384824,639376,9,3719845,NULL
383402,639377,10,3717824,NULL
580579,639377,10,3729131,NULL
626037,639377,10,4036018,NULL
623416,639377,10,4036091,NULL
625980,639377,10,4036113,NULL
625907,639377,9,4036148,NULL
626057,639377,10,4036229,NULL
625712,639377,10,4036513,NULL
626049,639377,10,4036618,NULL
626026,639377,10,4036960,NULL
383402,639378,9,3717869,NULL
600308,639378,9,3719506,NULL
384824,639378,9,3719657,NULL
413458,639378,9,3719697,NULL
60234,639378,9,3719750,NULL
440329,639378,9,3719759,NULL
470603,639378,9,3719926,NULL
509778,639378,9,3720192,NULL
525944,639378,9,3720370,NULL
265932,639378,9,3720517,NULL
272615,639379,10,3023091,NULL
383402,639379,9,3718233,NULL
384824,639379,9,3719684,NULL
265932,639379,9,3720396,NULL
391781,639379,10,3720428,NULL
509778,639379,9,3720661,NULL
600012,639379,9,3720752,NULL
510370,639379,9,3720861,NULL
89617,639379,9,3720876,NULL
155419,639379,9,3720962,NULL
383402,639380,9,3718486,NULL
384824,639380,9,3719702,NULL
494655,639380,9,3719875,NULL
509778,639380,9,3720458,NULL
391781,639380,9,3720467,NULL
181558,639380,9,3720585,NULL
53954,639380,9,3720609,NULL
413096,639380,9,3720947,NULL
552873,639380,9,3721045,NULL
514972,639380,9,3721515,NULL
383402,639381,9,3718715,NULL
600308,639381,9,3719562,NULL
384824,639381,9,3719725,NULL
494655,639381,9,3719949,NULL
564152,639381,9,3720189,NULL
265932,639381,9,3720221,NULL
509778,639381,9,3720224,NULL
474919,639381,9,3720310,NULL
60234,639381,9,3720389,NULL
53954,639381,9,3720541,NULL
530305,639382,9,2960362,NULL
511442,639382,9,2960432,NULL
453593,639382,9,2960633,NULL
74700,639382,9,2960639,NULL
383402,639382,9,2960797,NULL
