light_curve_id,kind,zooniverse_id,p_radius
108182,-1,APH10144746,0
108236,-1,APH10129098,0
108656,-1,APH10097388,0
109471,-1,APH10047248,0
109628,-1,APH10016722,0
110034,-1,APH10060546,0
110953,-1,APH10056712,0
111035,-1,APH10073929,0
111212,-1,APH10115941,0
111327,-1,APH10022237,0
111369,-1,APH10080010,0
111553,-1,APH10147330,0
111591,-1,APH10019040,0
111614,-1,APH10053460,0
111848,-1,APH10141834,0
112225,-1,APH10067450,0
113121,-1,APH10136673,0
113218,-1,APH10137887,0
113246,-1,APH10045614,0
113741,-1,APH10029648,0
114147,-1,APH10147753,0
114557,-1,APH10016644,0
116177,-1,APH10031899,0
116927,-1,APH10098926,0
117500,-1,APH10016933,0
117541,-1,APH10004486,0
117549,-1,APH10002934,0
117644,-1,APH10016508,0
117783,-1,APH10110367,0
118326,-1,APH10031980,0
119362,-1,APH10077290,0
119472,-1,APH10046528,0
119565,-1,APH10064687,0
120192,-1,APH10076310,0
120609,-1,APH10128223,0
121552,-1,APH10099345,0
121824,-1,APH10065504,0
121859,-1,APH10128149,0
122792,-1,APH10068334,0
123630,-1,APH10085610,0
123850,-1,APH10102031,0
123879,-1,APH10018822,0
124000,-1,APH10061503,0
124377,-1,APH10022493,0
124938,-1,APH10141754,0
125003,-1,APH10142408,0
125151,-1,APH10005960,0
125398,-1,APH10059863,0
125681,-1,APH10114011,0
126016,-1,APH10025681,0
126229,-1,APH10073771,0
126303,-1,APH10055539,0
126696,-1,APH10003621,0
127430,-1,APH10057894,0
127569,-1,APH10019333,0
127849,-1,APH10022476,0
127895,-1,APH10049828,0
127915,-1,APH10033200,0
128126,-1,APH10004626,0
128185,-1,APH10047014,0
128479,-1,APH10035160,0
128758,-1,APH10055955,0
128861,-1,APH10072289,0
129072,-1,APH10134406,0
129200,-1,APH10142574,0
129247,-1,APH10036726,0
129477,-1,APH10040076,0
130339,-1,APH10035497,0
130598,-1,APH10044277,0
130818,-1,APH10100878,0
131545,-1,APH10105138,0
131993,-1,APH10046916,0
132018,-1,APH10072918,0
132933,-1,APH10109420,0
133431,-1,APH10045131,0
133945,-1,APH10038184,0
134111,-1,APH10040083,0
134568,-1,APH10043532,0
134789,-1,APH10035169,0
135070,-1,APH10019949,0
136493,-1,APH10004691,0
136654,-1,APH10122816,0
136881,-1,APH10031428,0
137915,-1,APH10128615,0
138175,-1,APH10044197,0
138249,-1,APH10144464,0
138526,-1,APH10143146,0
139165,-1,APH10081556,0
139549,-1,APH10017583,0
139554,-1,APH10038240,0
139977,-1,APH10074010,0
140778,-1,APH10060051,0
141083,-1,APH10000381,0
141625,-1,APH10058096,0
141972,-1,APH10016746,0
143314,-1,APH10036055,0
143348,-1,APH10014683,0
144446,-1,APH10008607,0
144922,-1,APH10051984,0
144923,-1,APH10090532,0
145024,-1,APH10146035,0
145700,-1,APH10142598,0
145786,-1,APH10015008,0
146346,-1,APH10012369,0
147291,-1,APH10106672,0
147522,-1,APH10103454,0
147701,-1,APH10064169,0
148312,-1,APH10040860,0
148428,-1,APH10050010,0
148527,-1,APH10026222,0
148567,-1,APH10143145,0
148576,-1,APH10049473,0
148711,-1,APH10057190,0
148763,-1,APH10136504,0
149024,-1,APH10065149,0
149220,-1,APH10010767,0
645868,-1,APH10573305,0
645963,-1,APH10964761,0
646019,-1,APH10623584,0
646078,-1,APH10441674,0
646112,-1,APH10677387,0
646133,-1,APH10684361,0
646154,-1,APH10387968,0
646160,-1,APH10992252,0
646193,-1,APH10919954,0
646245,-1,APH10557910,0
646252,-1,APH10827593,0
646254,-1,APH10365931,0
646255,-1,APH10253821,0
646282,-1,APH10590106,0
646293,-1,APH10852679,0
646309,-1,APH10924408,0
646325,-1,APH10421591,0
646351,-1,APH10224277,0
646423,-1,APH10883447,0
646433,-1,APH10684646,0
646463,-1,APH10764024,0
646503,-1,APH10529856,0
646617,-1,APH10452121,0
646624,-1,APH10949720,0
646692,-1,APH10710561,0
646713,-1,APH10852859,0
646733,-1,APH10703144,0
646783,-1,APH10488379,0
646794,-1,APH10409157,0
646835,-1,APH10605838,0
646907,-1,APH10334780,0
646978,-1,APH10983121,0
647022,-1,APH10358887,0
647027,-1,APH10603760,0
647030,-1,APH10847299,0
647038,-1,APH10245242,0
647148,-1,APH10781405,0
647251,-1,APH10928392,0
647291,-1,APH10181759,0
647318,-1,APH10162866,0
647334,-1,APH10392887,0
647345,-1,APH10738546,0
647376,-1,APH10377469,0
647405,-1,APH10360122,0
647412,-1,APH10686669,0
647504,-1,APH10427166,0
647518,-1,APH10846571,0
647519,-1,APH10327134,0
647557,-1,APH10665574,0
647564,-1,APH10407388,0
647608,-1,APH10577900,0
647634,-1,APH10988423,0
647642,-1,APH10773368,0
647700,-1,APH10170850,0
647703,-1,APH10755547,0
647763,-1,APH10346210,0
647767,-1,APH10877332,0
647770,-1,APH10533672,0
647772,-1,APH10825149,0
647792,-1,APH10548723,0
647817,-1,APH10797258,0
647837,-1,APH10928783,0
647874,-1,APH10488479,0
647888,-1,APH10372735,0
647897,-1,APH10326305,0
647941,-1,APH10840188,0
647960,-1,APH10595564,0
648040,-1,APH10572224,0
648048,-1,APH10838401,0
648054,-1,APH10918880,0
648062,-1,APH10637597,0
648063,-1,APH10616677,0
648086,-1,APH10929446,0
648102,-1,APH10768012,0
648116,-1,APH10462864,0
648129,-1,APH10436498,0
648217,-1,APH10589263,0
648234,-1,APH10658108,0
648290,-1,APH10189881,0
648332,-1,APH10636830,0
648343,-1,APH10993017,0
648385,-1,APH10802506,0
648408,-1,APH10186781,0
648416,-1,APH10411035,0
648534,-1,APH10241187,0
648556,-1,APH10586525,0
648640,-1,APH10584695,0
648648,-1,APH10838137,0
648687,-1,APH10784937,0
648688,-1,APH10456876,0
648704,-1,APH10744012,0
648709,-1,APH10218911,0
648729,-1,APH10931958,0
648780,-1,APH10199907,0
648816,-1,APH10505611,0
648958,-1,APH10428902,0
648963,-1,APH10588003,0
648980,-1,APH10944895,0
648991,-1,APH10502028,0
649042,-1,APH10277516,0
649074,-1,APH10454703,0
649118,-1,APH10340501,0
649151,-1,APH10922568,0
649164,-1,APH10914779,0
649186,-1,APH10581991,0
649191,-1,APH10900826,0
649209,-1,APH10572530,0
649210,-1,APH10461901,0
649215,-1,APH10952725,0
649272,-1,APH10992420,0
649287,-1,APH10312198,0
649387,-1,APH10262089,0
649436,-1,APH10741186,0
649518,-1,APH10528647,0
649560,-1,APH10679811,0
649571,-1,APH10975491,0
649576,-1,APH10545904,0
649625,-1,APH10818243,0
649661,-1,APH10706581,0
649683,-1,APH10621411,0
649705,-1,APH10466583,0
649742,-1,APH10175659,0
649771,-1,APH10307640,0
649812,-1,APH10731288,0
649876,-1,APH10664524,0
649883,-1,APH10636230,0
649890,-1,APH10715299,0
649891,-1,APH10838897,0
649933,-1,APH10772177,0
649954,-1,APH10765655,0
649964,-1,APH10345355,0
650105,-1,APH10545818,0
650188,-1,APH10626080,0
650195,-1,APH10674774,0
650259,-1,APH10212418,0
650260,-1,APH10999718,0
650262,-1,APH10302764,0
650329,-1,APH10610033,0
650351,-1,APH10346372,0
650375,-1,APH10542275,0
650380,-1,APH10461323,0
650403,-1,APH10802386,0
650405,-1,APH10947777,0
650411,-1,APH10612438,0
650456,-1,APH10814001,0
650543,-1,APH10833464,0
650662,-1,APH10562525,0
650674,-1,APH10797029,0
650675,-1,APH10824208,0
650722,-1,APH10390516,0
650725,-1,APH10485180,0
650764,-1,APH10588644,0
650793,-1,APH10348693,0
650804,-1,APH10850030,0
650823,-1,APH10255178,0
650850,-1,APH10907188,0
650924,-1,APH10810684,0
650939,-1,APH10444434,0
650960,-1,APH10243904,0
650990,-1,APH10938356,0
650999,-1,APH10412683,0
651043,-1,APH10440425,0
651074,-1,APH10724406,0
651117,-1,APH10579240,0
651230,-1,APH10635948,0
651234,-1,APH10172133,0
651257,-1,APH10946152,0
651281,-1,APH10892931,0
651283,-1,APH10991457,0
651367,-1,APH10965969,0
651391,-1,APH10462064,0
651408,-1,APH10408760,0
651506,-1,APH10260142,0
651524,-1,APH10689527,0
651538,-1,APH10352723,0
651587,-1,APH10395843,0
651616,-1,APH10359458,0
1,0,APH10132614,0
2,0,APH10112880,0
3,0,APH10067253,0
4,0,APH10042670,0
6,0,APH10009865,0
7,0,APH10060296,0
8,0,APH10057076,0
9,0,APH10001984,0
10,0,APH10067077,0
11,0,APH10009960,0
12,0,APH10050358,0
13,0,APH10080777,0
14,0,APH10032417,0
15,0,APH10111886,0
16,0,APH10120598,0
17,0,APH10056996,0
18,0,APH10067304,0
19,0,APH10090658,0
20,0,APH10111578,0
21,0,APH10147114,0
22,0,APH10071436,0
23,0,APH10053675,0
24,0,APH10053575,0
25,0,APH10038229,0
26,0,APH10137852,0
27,0,APH10075025,0
28,0,APH10102539,0
29,0,APH10034621,0
30,0,APH10033482,0
31,0,APH10112644,0
32,0,APH10145540,0
33,0,APH10112746,0
34,0,APH10104531,0
35,0,APH10128670,0
36,0,APH10023100,0
37,0,APH10028764,0
38,0,APH10126776,0
40,0,APH10063102,0
41,0,APH10124463,0
42,0,APH10059258,0
43,0,APH10018860,0
44,0,APH10108536,0
45,0,APH10020902,0
46,0,APH10068436,0
47,0,APH10059052,0
48,0,APH10127242,0
49,0,APH10141637,0
50,0,APH10085311,0
51,0,APH10020785,0
52,0,APH10109576,0
53,0,APH10070335,0
54,0,APH10018735,0
55,0,APH10000380,0
56,0,APH10078171,0
57,0,APH10092478,0
58,0,APH10060170,0
60,0,APH10123349,0
61,0,APH10047895,0
62,0,APH10080047,0
63,0,APH10094031,0
64,0,APH10098382,0
65,0,APH10031205,0
66,0,APH10095553,0
67,0,APH10091035,0
68,0,APH10004532,0
69,0,APH10027917,0
71,0,APH10055123,0
72,0,APH10067603,0
73,0,APH10025712,0
74,0,APH10052312,0
75,0,APH10099670,0
76,0,APH10011421,0
77,0,APH10094168,0
78,0,APH10080277,0
79,0,APH10093523,0
80,0,APH10111237,0
81,0,APH10024187,0
82,0,APH10081698,0
83,0,APH10008513,0
84,0,APH10145759,0
85,0,APH10062620,0
86,0,APH10103595,0
87,0,APH10016017,0
88,0,APH10106472,0
89,0,APH10068805,0
90,0,APH10095987,0
91,0,APH10043091,0
92,0,APH10079446,0
93,0,APH10089261,0
94,0,APH10122252,0
95,0,APH10084415,0
96,0,APH10014516,0
98,0,APH10072518,0
99,0,APH10103369,0
100,0,APH10021609,0
101,0,APH10007764,0
102,0,APH10124555,0
103,0,APH10016536,0
104,0,APH10053057,0
105,0,APH10026758,0
106,0,APH10079474,0
107,0,APH10065971,0
108,0,APH10097257,0
109,0,APH10045156,0
110,0,APH10067295,0
111,0,APH10110208,0
112,0,APH10036949,0
113,0,APH10021653,0
114,0,APH10117611,0
115,0,APH10026437,0
116,0,APH10148340,0
117,0,APH10136921,0
118,0,APH10058661,0
119,0,APH10100114,0
120,0,APH10053240,0
121,0,APH10046980,0
122,0,APH10149584,0
123,0,APH10141200,0
124,0,APH10133674,0
125,0,APH10079518,0
126,0,APH10143735,0
127,0,APH10092504,0
128,0,APH10043886,0
129,0,APH10009444,0
130,0,APH10099792,0
131,0,APH10010700,0
132,0,APH10024263,0
133,0,APH10080706,0
134,0,APH10136207,0
135,0,APH10116702,0
136,0,APH10123001,0
137,0,APH10079665,0
138,0,APH10020606,0
139,0,APH10052620,0
140,0,APH10087010,0
141,0,APH10001775,0
142,0,APH10072754,0
143,0,APH10145070,0
144,0,APH10079954,0
145,0,APH10033343,0
146,0,APH10099787,0
147,0,APH10129845,0
148,0,APH10009810,0
149,0,APH10022876,0
150,0,APH10102928,0
151,0,APH10023594,0
152,0,APH10032480,0
153,0,APH10069353,0
154,0,APH10089431,0
155,0,APH10050965,0
156,0,APH10048261,0
157,0,APH10045186,0
158,0,APH10056711,0
159,0,APH10073859,0
160,0,APH10057748,0
161,0,APH10018458,0
162,0,APH10002477,0
163,0,APH10127778,0
164,0,APH10125405,0
165,0,APH10122076,0
166,0,APH10127356,0
167,0,APH10021448,0
168,0,APH10019408,0
169,0,APH10025015,0
170,0,APH10143082,0
171,0,APH10013673,0
172,0,APH10108884,0
173,0,APH10008498,0
174,0,APH10024889,0
175,0,APH10028374,0
176,0,APH10081221,0
177,0,APH10121567,0
178,0,APH10148018,0
179,0,APH10042678,0
180,0,APH10113976,0
181,0,APH10093382,0
182,0,APH10083695,0
183,0,APH10011623,0
184,0,APH10068903,0
185,0,APH10036816,0
186,0,APH10031229,0
187,0,APH10049027,0
188,0,APH10098929,0
189,0,APH10132954,0
190,0,APH10054493,0
191,0,APH10052980,0
192,0,APH10014644,0
193,0,APH10003306,0
194,0,APH10140374,0
195,0,APH10059367,0
196,0,APH10142114,0
197,0,APH10118820,0
198,0,APH10003540,0
199,0,APH10094127,0
200,0,APH10121230,0
201,0,APH10002028,0
202,0,APH10011228,0
203,0,APH10100097,0
204,0,APH10143192,0
205,0,APH10001555,0
206,0,APH10109695,0
207,0,APH10123878,0
208,0,APH10070490,0
209,0,APH10104520,0
210,0,APH10047701,0
211,0,APH10075736,0
212,0,APH10019412,0
213,0,APH10058996,0
214,0,APH10106589,0
215,0,APH10054484,0
216,0,APH10085882,0
217,0,APH10075573,0
218,0,APH10063368,0
219,0,APH10013028,0
220,0,APH10092377,0
221,0,APH10049777,0
222,0,APH10025336,0
223,0,APH10125121,0
224,0,APH10133047,0
225,0,APH10094425,0
226,0,APH10096165,0
227,0,APH10024681,0
228,0,APH10001328,0
229,0,APH10000352,0
230,0,APH10083605,0
231,0,APH10015817,0
232,0,APH10000117,0
233,0,APH10129282,0
234,0,APH10134923,0
235,0,APH10048886,0
236,0,APH10062707,0
237,0,APH10149878,0
238,0,APH10027730,0
239,0,APH10039520,0
240,0,APH10099853,0
241,0,APH10107485,0
242,0,APH10128752,0
243,0,APH10045518,0
244,0,APH10141329,0
245,0,APH10046786,0
246,0,APH10032135,0
247,0,APH10064190,0
248,0,APH10116056,0
249,0,APH10042506,0
250,0,APH10035820,0
251,0,APH10044194,0
252,0,APH10046023,0
253,0,APH10117762,0
254,0,APH10015911,0
255,0,APH10142678,0
256,0,APH10101728,0
257,0,APH10000565,0
258,0,APH10109892,0
259,0,APH10093224,0
260,0,APH10034911,0
261,0,APH10055053,0
262,0,APH10011816,0
263,0,APH10092131,0
264,0,APH10005297,0
265,0,APH10001493,0
266,0,APH10031782,0
267,0,APH10091228,0
268,0,APH10025728,0
269,0,APH10009542,0
270,0,APH10142413,0
271,0,APH10120712,0
272,0,APH10015218,0
273,0,APH10080458,0
274,0,APH10109763,0
275,0,APH10126027,0
276,0,APH10027800,0
277,0,APH10095477,0
278,0,APH10092262,0
280,0,APH10063168,0
281,0,APH10054993,0
282,0,APH10007267,0
283,0,APH10037390,0
284,0,APH10057329,0
285,0,APH10100989,0
286,0,APH10053823,0
287,0,APH10022619,0
288,0,APH10142026,0
289,0,APH10047556,0
290,0,APH10077076,0
291,0,APH10068177,0
292,0,APH10040439,0
293,0,APH10108138,0
294,0,APH10056767,0
295,0,APH10125482,0
296,0,APH10058596,0
297,0,APH10072226,0
298,0,APH10041704,0
299,0,APH10015813,0
300,0,APH10054548,0
301,0,APH10128681,0
302,0,APH10104330,0
303,0,APH10144645,0
304,0,APH10040662,0
305,0,APH10002459,0
306,0,APH10044285,0
308,0,APH10143649,0
309,0,APH10117396,0
310,0,APH10046835,0
311,0,APH10025356,0
312,0,APH10070143,0
313,0,APH10083682,0
314,0,APH10096881,0
315,0,APH10053258,0
316,0,APH10086167,0
317,0,APH10007331,0
318,0,APH10013874,0
319,0,APH10136323,0
320,0,APH10057807,0
321,0,APH10027027,0
322,0,APH10131545,0
323,0,APH10000873,0
324,0,APH10037360,0
325,0,APH10064050,0
326,0,APH10147204,0
327,0,APH10115717,0
328,0,APH10086303,0
330,0,APH10099630,0
331,0,APH10091120,0
332,0,APH10098042,0
333,0,APH10007190,0
334,0,APH10070285,0
335,0,APH10011739,0
336,0,APH10083714,0
337,0,APH10121123,0
338,0,APH10109963,0
339,0,APH10146640,0
340,0,APH10057405,0
341,0,APH10133274,0
342,0,APH10135952,0
343,0,APH10050538,0
344,0,APH10075236,0
345,0,APH10095369,0
346,0,APH10017577,0
347,0,APH10087328,0
348,0,APH10053337,0
349,0,APH10019885,0
350,0,APH10090833,0
351,0,APH10105514,0
352,0,APH10133033,0
353,0,APH10126794,0
354,0,APH10092103,0
355,0,APH10075706,0
356,0,APH10009043,0
357,0,APH10110807,0
358,0,APH10047403,0
359,0,APH10068211,0
360,0,APH10012957,0
361,0,APH10018870,0
362,0,APH10123161,0
363,0,APH10020547,0
364,0,APH10086481,0
365,0,APH10005907,0
366,0,APH10113394,0
367,0,APH10133595,0
368,0,APH10034898,0
369,0,APH10145103,0
370,0,APH10148079,0
371,0,APH10115361,0
372,0,APH10113446,0
373,0,APH10140870,0
374,0,APH10097105,0
375,0,APH10062381,0
376,0,APH10067470,0
377,0,APH10128123,0
378,0,APH10147216,0
379,0,APH10010753,0
380,0,APH10010912,0
381,0,APH10050883,0
382,0,APH10105729,0
383,0,APH10138293,0
384,0,APH10062943,0
385,0,APH10039047,0
386,0,APH10042065,0
387,0,APH10089761,0
388,0,APH10006250,0
389,0,APH10029875,0
390,0,APH10081579,0
391,0,APH10094472,0
392,0,APH10070293,0
393,0,APH10145365,0
394,0,APH10087484,0
395,0,APH10063706,0
396,0,APH10032186,0
397,0,APH10020649,0
398,0,APH10132113,0
399,0,APH10012348,0
400,0,APH10012394,0
401,0,APH10034882,0
402,0,APH10043937,0
403,0,APH10109022,0
404,0,APH10009173,0
405,0,APH10023265,0
406,0,APH10121963,0
407,0,APH10003730,0
409,0,APH10021514,0
410,0,APH10138052,0
411,0,APH10058431,0
412,0,APH10067136,0
413,0,APH10004372,0
414,0,APH10139593,0
415,0,APH10009496,0
416,0,APH10055036,0
417,0,APH10128821,0
419,0,APH10037586,0
420,0,APH10134925,0
421,0,APH10133024,0
422,0,APH10036126,0
423,0,APH10055012,0
424,0,APH10031880,0
425,0,APH10074939,0
426,0,APH10112652,0
427,0,APH10062685,0
428,0,APH10133036,0
429,0,APH10116319,0
430,0,APH10068835,0
431,0,APH10140163,0
432,0,APH10013760,0
433,0,APH10058711,0
434,0,APH10147530,0
435,0,APH10120604,0
436,0,APH10017385,0
437,0,APH10013466,0
438,0,APH10112671,0
439,0,APH10081908,0
440,0,APH10132493,0
441,0,APH10135082,0
442,0,APH10127039,0
443,0,APH10106194,0
444,0,APH10050663,0
445,0,APH10014192,0
446,0,APH10104357,0
447,0,APH10024088,0
448,0,APH10141476,0
449,0,APH10105240,0
450,0,APH10004100,0
451,0,APH10002521,0
452,0,APH10143779,0
453,0,APH10029734,0
454,0,APH10038495,0
455,0,APH10119782,0
456,0,APH10101698,0
457,0,APH10091160,0
458,0,APH10072844,0
459,0,APH10106401,0
460,0,APH10056544,0
461,0,APH10148231,0
462,0,APH10142734,0
463,0,APH10110886,0
464,0,APH10117520,0
465,0,APH10092888,0
466,0,APH10032293,0
467,0,APH10010543,0
468,0,APH10147695,0
469,0,APH10038387,0
470,0,APH10010580,0
471,0,APH10103371,0
472,0,APH10030716,0
473,0,APH10095776,0
474,0,APH10057509,0
475,0,APH10098189,0
476,0,APH10036667,0
477,0,APH10041102,0
478,0,APH10110250,0
479,0,APH10143724,0
480,0,APH10011690,0
481,0,APH10080240,0
482,0,APH10031143,0
483,0,APH10000498,0
484,0,APH10074229,0
485,0,APH10011475,0
486,0,APH10007958,0
487,0,APH10037863,0
488,0,APH10023085,0
489,0,APH10134008,0
490,0,APH10021028,0
491,0,APH10070783,0
492,0,APH10136459,0
493,0,APH10045922,0
494,0,APH10076999,0
495,0,APH10088708,0
496,0,APH10128476,0
497,0,APH10001625,0
498,0,APH10009065,0
499,0,APH10107305,0
500,0,APH10011773,0
501,0,APH10039552,0
502,0,APH10139429,0
503,0,APH10046474,0
504,0,APH10048068,0
505,0,APH10005225,0
506,0,APH10144101,0
507,0,APH10075209,0
508,0,APH10119493,0
509,0,APH10077450,0
510,0,APH10040184,0
512,0,APH10056473,0
513,0,APH10022144,0
514,0,APH10063749,0
515,0,APH10077815,0
516,0,APH10027303,0
517,0,APH10072732,0
518,0,APH10094388,0
519,0,APH10090119,0
520,0,APH10032513,0
521,0,APH10075316,0
522,0,APH10038618,0
523,0,APH10127825,0
524,0,APH10035974,0
525,0,APH10134477,0
526,0,APH10078219,0
527,0,APH10043330,0
528,0,APH10109347,0
529,0,APH10017449,0
530,0,APH10112637,0
531,0,APH10098080,0
532,0,APH10111064,0
533,0,APH10014411,0
534,0,APH10010449,0
535,0,APH10030307,0
536,0,APH10146735,0
537,0,APH10061451,0
538,0,APH10107318,0
539,0,APH10132004,0
540,0,APH10112237,0
